onset	duration	sample	trial_type	response_time	stim_file	value
10.5980000000	n/a	5299	task start	n/a	n/a	9
15.9160000000	n/a	7958	cue	n/a	n/a	1
17.5700000000	n/a	8785	go	n/a	n/a	2
17.9480000000	n/a	8974	button press	n/a	n/a	5
23.2400000000	n/a	11620	cue	n/a	n/a	1
25.1260000000	n/a	12563	go	n/a	n/a	2
25.4660000000	n/a	12733	button press	n/a	n/a	5
31.3140000000	n/a	15657	cue	n/a	n/a	1
32.8400000000	n/a	16420	go	n/a	n/a	2
33.2260000000	n/a	16613	button press	n/a	n/a	5
38.2140000000	n/a	19107	cue	n/a	n/a	1
50.3260000000	n/a	25163	cue	n/a	n/a	1
51.9340000000	n/a	25967	go	n/a	n/a	2
52.1860000000	n/a	26093	button press	n/a	n/a	5
57.3500000000	n/a	28675	cue	n/a	n/a	1
58.9700000000	n/a	29485	go	n/a	n/a	2
59.2100000000	n/a	29605	button press	n/a	n/a	5
64.4100000000	n/a	32205	cue	n/a	n/a	1
66.2600000000	n/a	33130	go	n/a	n/a	2
66.5220000000	n/a	33261	button press	n/a	n/a	5
71.8500000000	n/a	35925	cue	n/a	n/a	1
73.8240000000	n/a	36912	go	n/a	n/a	2
74.1220000000	n/a	37061	button press	n/a	n/a	5
80.6460000000	n/a	40323	cue	n/a	n/a	1
88.1840000000	n/a	44092	cue	n/a	n/a	1
89.7800000000	n/a	44890	go	n/a	n/a	2
90.0580000000	n/a	45029	button press	n/a	n/a	5
95.0200000000	n/a	47510	cue	n/a	n/a	1
96.9200000000	n/a	48460	go	n/a	n/a	2
97.3380000000	n/a	48669	button press	n/a	n/a	5
102.2100000000	n/a	51105	cue	n/a	n/a	1
103.8900000000	n/a	51945	go	n/a	n/a	2
104.1220000000	n/a	52061	button press	n/a	n/a	5
109.1540000000	n/a	54577	cue	n/a	n/a	1
110.9100000000	n/a	55455	go	n/a	n/a	2
111.1620000000	n/a	55581	button press	n/a	n/a	5
116.4740000000	n/a	58237	cue	n/a	n/a	1
118.1540000000	n/a	59077	go	n/a	n/a	2
118.4260000000	n/a	59213	button press	n/a	n/a	5
125.0240000000	n/a	62512	cue	n/a	n/a	1
126.6140000000	n/a	63307	go	n/a	n/a	2
126.8580000000	n/a	63429	button press	n/a	n/a	5
132.4140000000	n/a	66207	cue	n/a	n/a	1
134.0300000000	n/a	67015	go	n/a	n/a	2
134.2660000000	n/a	67133	button press	n/a	n/a	5
140.1940000000	n/a	70097	cue	n/a	n/a	1
148.0700000000	n/a	74035	cue	n/a	n/a	1
149.8940000000	n/a	74947	go	n/a	n/a	2
150.1220000000	n/a	75061	button press	n/a	n/a	5
158.1600000000	n/a	79080	cue	n/a	n/a	1
160.0500000000	n/a	80025	go	n/a	n/a	2
160.2980000000	n/a	80149	button press	n/a	n/a	5
166.8700000000	n/a	83435	cue	n/a	n/a	1
168.4900000000	n/a	84245	go	n/a	n/a	2
168.7460000000	n/a	84373	button press	n/a	n/a	5
174.0660000000	n/a	87033	cue	n/a	n/a	1
175.7660000000	n/a	87883	go	n/a	n/a	2
