onset	duration	sample	trial_type	response_time	stim_file	value
5.8260000000	n/a	2913	task start	n/a	n/a	9
11.1600000000	n/a	5580	cue	n/a	n/a	1
12.8120000000	n/a	6406	go	n/a	n/a	2
13.2140000000	n/a	6607	button press	n/a	n/a	5
18.4520000000	n/a	9226	cue	n/a	n/a	1
21.1320000000	n/a	10566	go	n/a	n/a	2
21.7540000000	n/a	10877	button press	n/a	n/a	5
27.8180000000	n/a	13909	cue	n/a	n/a	1
29.5620000000	n/a	14781	go	n/a	n/a	2
30.0100000000	n/a	15005	button press	n/a	n/a	5
35.2720000000	n/a	17636	cue	n/a	n/a	1
36.9720000000	n/a	18486	go	n/a	n/a	2
37.4500000000	n/a	18725	button press	n/a	n/a	5
43.1380000000	n/a	21569	cue	n/a	n/a	1
50.4480000000	n/a	25224	cue	n/a	n/a	1
52.1720000000	n/a	26086	no-go	n/a	n/a	4
60.0980000000	n/a	30049	cue	n/a	n/a	1
61.7820000000	n/a	30891	go	n/a	n/a	2
62.2660000000	n/a	31133	button press	n/a	n/a	5
67.7180000000	n/a	33859	cue	n/a	n/a	1
69.4020000000	n/a	34701	go	n/a	n/a	2
69.8340000000	n/a	34917	button press	n/a	n/a	5
74.6720000000	n/a	37336	cue	n/a	n/a	1
76.3820000000	n/a	38191	no-go	n/a	n/a	4
82.8220000000	n/a	41411	cue	n/a	n/a	1
90.0380000000	n/a	45019	cue	n/a	n/a	1
91.6980000000	n/a	45849	go	n/a	n/a	2
92.0580000000	n/a	46029	button press	n/a	n/a	5
97.6580000000	n/a	48829	cue	n/a	n/a	1
99.2020000000	n/a	49601	go	n/a	n/a	2
99.6420000000	n/a	49821	button press	n/a	n/a	5
104.7420000000	n/a	52371	cue	n/a	n/a	1
106.2720000000	n/a	53136	go	n/a	n/a	2
106.7620000000	n/a	53381	button press	n/a	n/a	5
112.1620000000	n/a	56081	cue	n/a	n/a	1
113.6780000000	n/a	56839	go	n/a	n/a	2
114.1060000000	n/a	57053	button press	n/a	n/a	5
121.3180000000	n/a	60659	cue	n/a	n/a	1
128.8820000000	n/a	64441	cue	n/a	n/a	1
131.1280000000	n/a	65564	go	n/a	n/a	2
131.5140000000	n/a	65757	button press	n/a	n/a	5
138.5620000000	n/a	69281	cue	n/a	n/a	1
140.5320000000	n/a	70266	go	n/a	n/a	2
140.9700000000	n/a	70485	button press	n/a	n/a	5
146.1080000000	n/a	73054	cue	n/a	n/a	1
147.7680000000	n/a	73884	no-go	n/a	n/a	4
153.1220000000	n/a	76561	cue	n/a	n/a	1
154.8680000000	n/a	77434	go	n/a	n/a	2
155.3700000000	n/a	77685	button press	n/a	n/a	5
160.9580000000	n/a	80479	cue	n/a	n/a	1
162.5080000000	n/a	81254	go	n/a	n/a	2
163.0820000000	n/a	81541	button press	n/a	n/a	5
169.2480000000	n/a	84624	cue	n/a	n/a	1
171.2980000000	n/a	85649	go	n/a	n/a	2
171.7700000000	n/a	85885	button press	n/a	n/a	5
176.6180000000	n/a	88309	cue	n/a	n/a	1
184.5220000000	n/a	92261	cue	n/a	n/a	1
186.2580000000	n/a	93129	no-go	n/a	n/a	4
191.6920000000	n/a	95846	cue	n/a	n/a	1
193.3980000000	n/a	96699	go	n/a	n/a	2
193.8660000000	n/a	96933	button press	n/a	n/a	5
198.9420000000	n/a	99471	cue	n/a	n/a	1
200.5280000000	n/a	100264	go	n/a	n/a	2
201.0500000000	n/a	100525	button press	n/a	n/a	5
205.8080000000	n/a	102904	cue	n/a	n/a	1
207.9680000000	n/a	103984	go	n/a	n/a	2
208.5220000000	n/a	104261	button press	n/a	n/a	5
214.9180000000	n/a	107459	cue	n/a	n/a	1
216.4720000000	n/a	108236	go	n/a	n/a	2
216.9540000000	n/a	108477	button press	n/a	n/a	5
222.2220000000	n/a	111111	cue	n/a	n/a	1
224.0020000000	n/a	112001	go	n/a	n/a	2
224.5380000000	n/a	112269	button press	n/a	n/a	5
229.4520000000	n/a	114726	cue	n/a	n/a	1
240.0820000000	n/a	120041	cue	n/a	n/a	1
242.2820000000	n/a	121141	no-go	n/a	n/a	4
249.3680000000	n/a	124684	cue	n/a	n/a	1
251.5480000000	n/a	125774	go	n/a	n/a	2
252.1380000000	n/a	126069	button press	n/a	n/a	5
258.3880000000	n/a	129194	cue	n/a	n/a	1
260.1580000000	n/a	130079	go	n/a	n/a	2
260.6660000000	n/a	130333	button press	n/a	n/a	5
266.4580000000	n/a	133229	cue	n/a	n/a	1
268.1880000000	n/a	134094	go	n/a	n/a	2
268.7640000000	n/a	134382	button press	n/a	n/a	5
273.9040000000	n/a	136952	cue	n/a	n/a	1
275.6740000000	n/a	137837	go	n/a	n/a	2
276.1080000000	n/a	138054	button press	n/a	n/a	5
280.9640000000	n/a	140482	cue	n/a	n/a	1
282.5280000000	n/a	141264	no-go	n/a	n/a	4
287.9740000000	n/a	143987	cue	n/a	n/a	1
296.1240000000	n/a	148062	cue	n/a	n/a	1
297.8740000000	n/a	148937	go	n/a	n/a	2
298.3160000000	n/a	149158	button press	n/a	n/a	5
307.0940000000	n/a	153547	cue	n/a	n/a	1
308.9180000000	n/a	154459	go	n/a	n/a	2
309.4360000000	n/a	154718	button press	n/a	n/a	5
314.6440000000	n/a	157322	cue	n/a	n/a	1
316.3180000000	n/a	158159	no-go	n/a	n/a	4
322.7940000000	n/a	161397	cue	n/a	n/a	1
324.6640000000	n/a	162332	go	n/a	n/a	2
325.0520000000	n/a	162526	button press	n/a	n/a	5
331.3440000000	n/a	165672	cue	n/a	n/a	1
333.2440000000	n/a	166622	go	n/a	n/a	2
333.7720000000	n/a	166886	button press	n/a	n/a	5
340.5780000000	n/a	170289	cue	n/a	n/a	1
347.7940000000	n/a	173897	cue	n/a	n/a	1
349.3480000000	n/a	174674	go	n/a	n/a	2
349.8520000000	n/a	174926	button press	n/a	n/a	5
355.6040000000	n/a	177802	cue	n/a	n/a	1
357.2740000000	n/a	178637	go	n/a	n/a	2
357.7400000000	n/a	178870	button press	n/a	n/a	5
362.7480000000	n/a	181374	cue	n/a	n/a	1
364.4140000000	n/a	182207	no-go	n/a	n/a	4
369.7380000000	n/a	184869	cue	n/a	n/a	1
377.3780000000	n/a	188689	cue	n/a	n/a	1
378.9440000000	n/a	189472	go	n/a	n/a	2
379.4680000000	n/a	189734	button press	n/a	n/a	5
384.9340000000	n/a	192467	cue	n/a	n/a	1
386.5680000000	n/a	193284	go	n/a	n/a	2
387.0840000000	n/a	193542	button press	n/a	n/a	5
392.1080000000	n/a	196054	cue	n/a	n/a	1
393.6740000000	n/a	196837	go	n/a	n/a	2
394.1560000000	n/a	197078	button press	n/a	n/a	5
399.4480000000	n/a	199724	cue	n/a	n/a	1
401.3440000000	n/a	200672	go	n/a	n/a	2
401.8520000000	n/a	200926	button press	n/a	n/a	5
409.2240000000	n/a	204612	cue	n/a	n/a	1
410.7480000000	n/a	205374	go	n/a	n/a	2
411.1800000000	n/a	205590	button press	n/a	n/a	5
416.8440000000	n/a	208422	cue	n/a	n/a	1
418.4340000000	n/a	209217	no-go	n/a	n/a	4
426.3540000000	n/a	213177	cue	n/a	n/a	1
437.2780000000	n/a	218639	cue	n/a	n/a	1
439.1240000000	n/a	219562	go	n/a	n/a	2
439.4840000000	n/a	219742	button press	n/a	n/a	5
444.6240000000	n/a	222312	cue	n/a	n/a	1
446.7780000000	n/a	223389	go	n/a	n/a	2
447.3400000000	n/a	223670	button press	n/a	n/a	5
452.3040000000	n/a	226152	cue	n/a	n/a	1
453.8540000000	n/a	226927	go	n/a	n/a	2
454.3000000000	n/a	227150	button press	n/a	n/a	5
459.1140000000	n/a	229557	cue	n/a	n/a	1
460.7680000000	n/a	230384	no-go	n/a	n/a	4
467.0040000000	n/a	233502	cue	n/a	n/a	1
474.0540000000	n/a	237027	cue	n/a	n/a	1
475.8280000000	n/a	237914	go	n/a	n/a	2
476.1720000000	n/a	238086	button press	n/a	n/a	5
481.3940000000	n/a	240697	cue	n/a	n/a	1
482.9780000000	n/a	241489	go	n/a	n/a	2
