onset	duration	sample	trial_type	response_time	stim_file	value
12.3560000000	n/a	6178	cue	n/a	n/a	1
20.4500000000	n/a	10225	cue	n/a	n/a	1
27.2800000000	n/a	13640	cue	n/a	n/a	1
34.3900000000	n/a	17195	cue	n/a	n/a	1
41.4860000000	n/a	20743	cue	n/a	n/a	1
48.8600000000	n/a	24430	cue	n/a	n/a	1
56.3900000000	n/a	28195	cue	n/a	n/a	1
63.3800000000	n/a	31690	cue	n/a	n/a	1
71.2800000000	n/a	35640	cue	n/a	n/a	1
78.1400000000	n/a	39070	cue	n/a	n/a	1
85.3860000000	n/a	42693	cue	n/a	n/a	1
92.6600000000	n/a	46330	cue	n/a	n/a	1
100.1760000000	n/a	50088	cue	n/a	n/a	1
107.7960000000	n/a	53898	cue	n/a	n/a	1
114.9160000000	n/a	57458	cue	n/a	n/a	1
123.2700000000	n/a	61635	cue	n/a	n/a	1
131.3260000000	n/a	65663	cue	n/a	n/a	1
138.8300000000	n/a	69415	cue	n/a	n/a	1
146.8360000000	n/a	73418	cue	n/a	n/a	1
154.4000000000	n/a	77200	cue	n/a	n/a	1
161.8900000000	n/a	80945	cue	n/a	n/a	1
169.1300000000	n/a	84565	cue	n/a	n/a	1
176.3020000000	n/a	88151	cue	n/a	n/a	1
183.6460000000	n/a	91823	cue	n/a	n/a	1
190.7260000000	n/a	95363	cue	n/a	n/a	1
201.0700000000	n/a	100535	cue	n/a	n/a	1
208.6100000000	n/a	104305	cue	n/a	n/a	1
216.4160000000	n/a	108208	cue	n/a	n/a	1
224.9560000000	n/a	112478	cue	n/a	n/a	1
232.4460000000	n/a	116223	cue	n/a	n/a	1
250.9280000000	n/a	125464	task end	n/a	n/a	10
